mdate,ticker,mret,mvol
2014-05,TSLA,-0.000577186517121131,0.14410590262903816
2014-06,TSLA,0.1554122358932215,0.10713105419560497
2014-07,TSLA,-0.06981590264402082,0.08564316004488172
2014-08,TSLA,0.2077921811689083,0.08111606070712683
2014-09,TSLA,-0.1001853812791429,0.12469300316630265
2014-10,TSLA,-0.004038222110232748,0.1556868088362205
2014-11,TSLA,0.011667339144499245,0.09926263781198584
2014-12,TSLA,-0.09042207070419461,0.11432541298977424
2015-01,TSLA,-0.0845734758898039,0.10117987948781651
2015-02,TSLA,-0.0012770616789313793,0.10633395670294982
2015-03,TSLA,-0.07165333192256695,0.09765355733001965
2015-04,TSLA,0.1974889322354232,0.1037734040973331
2015-05,TSLA,0.10948907018756238,0.05055806550919434
2015-06,TSLA,0.06961723665184882,0.0668691855395385
2015-07,TSLA,-0.007865520048632946,0.12261434215203078
2015-08,TSLA,-0.06421189736937816,0.16820607071778176
2015-09,TSLA,-0.002649963236862396,0.08781285827310203
2015-10,TSLA,-0.166948443383919,0.11079845973670926
2015-11,TSLA,0.11274335216255893,0.15519900259227082
2015-12,TSLA,0.04234345613143531,0.09598881893722767
2016-01,TSLA,-0.20336647319539747,0.10401668063200262
2016-02,TSLA,0.003817989070054928,0.20719710137418698
2016-03,TSLA,0.19715512598060547,0.10253294336992037
2016-04,TSLA,0.047830481137153935,0.10272563577641232
2016-05,TSLA,-0.0728111083172156,0.10040344027452146
2016-06,TSLA,-0.04905251604174787,0.14159059566991783
2016-07,TSLA,0.10603916443971939,0.07511034584571362
2016-08,TSLA,-0.09702286592474041,0.048545710008363
2016-09,TSLA,-0.03763974942939674,0.08569595806963567
2016-10,TSLA,-0.030877771138355214,0.08873139358312819
2016-11,TSLA,-0.04212816228658811,0.09467322373184527
2016-12,TSLA,0.12824703688765826,0.08781813581958162
2017-01,TSLA,0.17895088235740397,0.06642756276376854
2017-02,TSLA,-0.007700561188844546,0.11528399914311324
2017-03,TSLA,0.11324450226739402,0.08276789773030158
2017-04,TSLA,0.12853035120778755,0.108325369214408
2017-05,TSLA,0.0857771256989952,0.11435743090648265
2017-06,TSLA,0.06040871099125189,0.09451377589701157
2017-07,TSLA,-0.10547272614300351,0.1306381028227169
2017-08,TSLA,0.10025659313937063,0.0978366116559643
2017-09,TSLA,-0.04158470176709772,0.09851489903024506
2017-10,TSLA,-0.028056309448773464,0.08897981721244434
2017-11,TSLA,-0.068410088299662,0.10560125196508569
2017-12,TSLA,0.008094544217170263,0.08737569803113913
2018-01,TSLA,0.1379797493302226,0.0868202752754959
2018-02,TSLA,-0.03175185593835672,0.13008882389146625
2018-03,TSLA,-0.22424645662146758,0.14333589534987412
2018-04,TSLA,0.10434744031643084,0.1592070150870294
2018-05,TSLA,-0.031201083223482806,0.10810900475467729
2018-06,TSLA,0.20447436812251185,0.15060018561718205
2018-07,TSLA,-0.13066042374008757,0.12029779585443272
2018-08,TSLA,0.011806574089819,0.22258947233137347
2018-09,TSLA,-0.12229002978817471,0.20838406273284504
2018-10,TSLA,0.2740113818513219,0.26139218339712905
2018-11,TSLA,0.03901345763104036,0.11301804141914502
2018-12,TSLA,-0.05044514778196707,0.1819269793753311
2019-01,TSLA,-0.07746391855621038,0.18698541214374254
2019-02,TSLA,0.04188656177139527,0.09685585291239772
2019-03,TSLA,-0.12510943791114681,0.12839987641558565
2019-04,TSLA,-0.1471092893180571,0.13059681888822655
2019-05,TSLA,-0.22426573588626708,0.1304987017425155
2019-06,TSLA,0.20684811887285126,0.1305520070892241
2019-07,TSLA,0.08122252627661597,0.16175694748525662
2019-08,TSLA,-0.06622236333772835,0.11597971453041356
2019-09,TSLA,0.06763880206911099,0.12848512882656143
2019-10,TSLA,0.30742727278126303,0.19894471857690144
2019-11,TSLA,0.047694616845936455,0.09400255400898178
2019-12,TSLA,0.2678972189152289,0.0925053593825148
2020-01,TSLA,0.55515977629586,0.16413222279524878
2020-02,TSLA,0.026776586928037194,0.3736092617868083
2020-03,TSLA,-0.2155571385643208,0.4150400957048451
2020-04,TSLA,0.4921374286873672,0.2636211967506777
2020-05,TSLA,0.06793876578829305,0.15863387369798504
2020-06,TSLA,0.2931856623666731,0.18461273018644211
2020-07,TSLA,0.32501088439815295,0.2489774817046981
2020-08,TSLA,0.7414520719546436,0.21654392995006325
2020-09,TSLA,-0.13908732649680466,0.33818106454095054
2020-10,TSLA,0.02484791361379446,0.14824410431443025
